"id","coin_id","date","one_day_trend","day_perc_diff","one_week_trend","symbol_count","name_count","coin_id_count","sentiment_score","social_dominance"
19776446,"brett","2024-10-27","-14","-50","-39.142857142857146",14,14,14,"NaN","4.540932778950312e-06"
19787832,"uniswap","2024-10-27","-187","-56.666666666666664","-94.28571428571429",6,137,143,"NaN","4.63823848135639e-05"
19778335,"dogecoin","2024-10-27","-24","-17.02127659574468","-47.714285714285715",97,20,117,"NaN","3.7949223938370464e-05"
19784189,"pepe","2024-10-27","-19","-18.627450980392158","-215.42857142857142",83,83,83,"NaN","2.6921244332348274e-05"
19783237,"neiro","2024-10-27","-11","-24.444444444444443","-7.857142857142857",34,34,34,"NaN","1.1027979606022185e-05"
19778969,"ethereum","2024-10-27","-600","-29.268292682926827","-360",993,457,1450,"NaN","0.0004703108949627108"
19724110,"pepe","2024-10-26","-31","-23.308270676691727","-1.4285714285714286",102,102,102,"NaN","2.807036083623256e-05"
19723157,"neiro","2024-10-26","-14","-23.728813559322035","1.2857142857142858",45,45,45,"NaN","1.2383982721867307e-05"
19727746,"uniswap","2024-10-26","-98","-22.897196261682243","-4.285714285714286",19,311,330,"NaN","9.081587329369358e-05"
19718891,"ethereum","2024-10-26","-401","-16.360669114647084","25",1360,690,2050,"NaN","0.0005641592128850662"
19718256,"dogecoin","2024-10-26","-31","-18.023255813953487","-18.428571428571427",108,33,141,"NaN","3.880314586185089e-05"
19716364,"brett","2024-10-26","-14","-33.33333333333333","1.4285714285714286",28,28,28,"NaN","7.70558924916188e-06"
19664162,"pepe","2024-10-25","-20","-13.071895424836603","-6",133,133,133,"NaN","3.63014549241013e-05"
19656416,"brett","2024-10-25","7","20","0.5714285714285714",42,42,42,"NaN","1.1463617344453042e-05"
19663209,"neiro","2024-10-25","33","126.92307692307692","0.2857142857142857",59,59,59,"NaN","1.6103652936255463e-05"
19667798,"uniswap","2024-10-25","-62","-12.653061224489795","18.857142857142858",27,401,428,"NaN","0.00011681971960537862"
19658308,"dogecoin","2024-10-25","-29","-14.427860696517413","-21",122,50,172,"NaN","4.694624245823627e-05"
19658943,"ethereum","2024-10-25","44","1.8280016618196928","7.571428571428571",1642,809,2451,"NaN","0.0006689839550298668"
19517851,"uniswap","2024-10-24","135","38.028169014084504","40",31,459,490,"NaN","0.00014021982462220057"
19508361,"dogecoin","2024-10-24","-48","-19.27710843373494","1.1428571428571428",143,58,201,"NaN","5.751874438584146e-05"
19506469,"brett","2024-10-24","14","66.66666666666666","2.142857142857143",35,35,35,"NaN","1.0015701758728613e-05"
19508996,"ethereum","2024-10-24","12","0.5010438413361169","140",1452,955,2407,"NaN","0.0006887941180931363"
19514215,"pepe","2024-10-24","-57","-27.142857142857142","6.857142857142857",153,153,153,"NaN","4.3782924831013646e-05"
19513262,"neiro","2024-10-24","-30","-53.57142857142857","-4.142857142857143",26,26,26,"NaN","7.440235592198398e-06"
19484241,"pepe","2024-10-23","-37","-14.979757085020243","6.285714285714286",210,210,210,"NaN","6.265174401571425e-05"
19479022,"ethereum","2024-10-23","-551","-18.703326544467075","134",1536,859,2395,"NaN","0.0007145282234173125"
19483288,"neiro","2024-10-23","-113","-66.86390532544378","4.142857142857143",56,56,56,"NaN","1.67071317375238e-05"
19487877,"uniswap","2024-10-23","-222","-38.47487001733102","20",41,314,355,"NaN","0.00010591128155037409"
19476495,"brett","2024-10-23","-44","-67.6923076923077","-1.4285714285714286",21,21,21,"NaN","6.265174401571425e-06"
19478387,"dogecoin","2024-10-23","-35","-12.323943661971832","17.142857142857142",186,63,249,"NaN","7.42870679043469e-05"
19577876,"uniswap","2024-10-22","56","10.748560460652591","28.571428571428573",111,466,577,"NaN","0.00013091247355375183"
19568386,"dogecoin","2024-10-22","-274","-49.10394265232975","11.714285714285714",201,83,284,"NaN","6.443525561397836e-05"
19569021,"ethereum","2024-10-22","-841","-22.207552152099286","0",2062,884,2946,"NaN","0.0006684023346435925"
19573287,"neiro","2024-10-22","-293","-63.41991341991342","14",169,169,169,"NaN","3.834351478437445e-05"
19566494,"brett","2024-10-22","0","0","6",65,65,65,"NaN","1.4747505686297865e-05"
19574240,"pepe","2024-10-22","-128","-34.13333333333333","-5.857142857142857",247,247,247,"NaN","5.604052160793189e-05"
