id,coin_id,one_day_trend,day_perc_diff,one_week_trend,symbol_count,name_count,coin_id_count,sentiment_score,social_dominance,block_number
14379942,pepe,-117,-22.3709369025,33.142857142857146,406,406,406,0,0.0002364452,17010450
14374123,dogecoin,64,101.5873015873,-100.71428571428571,89,38,127,0,7.39619e-05,17010460
14448823,dogecoin,22,17.3228346457,-130.28571428571428,89,60,149,0,8.26446e-05,17010470
14454642,pepe,-227,-55.9113300493,5.428571428571429,179,179,179,0,9.92845e-05,17010480
14446958,brett,-6,-15.3846153846,1.7142857142857142,33,33,33,0,1.83038e-05,17010490
14453689,neiro,-27,-15.0837988827,0,152,152,152,0,8.43086e-05,17010500
14449481,ethereum,502,29.4255568581,-153.28571428571428,1569,639,2208,0,0.0012246935,17010510
14458267,uniswap,-82,-16.9421487603,-25.857142857142858,10,392,402,0,0.0002229741,17010520
14532967,uniswap,-200,-49.7512437811,-41.57142857142857,10,192,202,0,0.0001077589,17010530
14523523,dogecoin,-48,-32.2147651007,-14,73,28,101,0,5.38794e-05,17010540
14528389,neiro,-53,-34.8684210526,0,99,99,99,0,5.28125e-05,17010550
14524181,ethereum,-352,-15.9420289855,-153.28571428571428,1344,512,1856,0,0.0009901011,17010560
14521658,brett,-19,-57.5757575758,-0.5714285714285714,14,14,14,0,7.4684e-06,17010570
14529342,pepe,-50,-27.9329608939,-9.142857142857142,129,129,129,0,6.88163e-05,17010580
14589245,pepe,-7,-5.4263565891,-5.428571428571429,122,122,122,0,4.79765e-05,17010590
14583418,dogecoin,132,130.6930693069,-13.285714285714286,69,164,233,0,9.16273e-05,17010600
14592880,uniswap,406,200.9900990099,-24.714285714285715,13,595,608,0,0.0002390962,17010610
14584076,ethereum,-76,-4.0948275862,-239.71428571428572,1258,522,1780,0,0.0006999857,17010620
14581546,brett,-5,-35.7142857143,-12.857142857142858,9,9,9,0,3.5393e-06,17010630
14588296,neiro,26,26.2626262626,0,125,125,125,0,4.91563e-05,17010640
14664090,pepe,-13,-10.6557377049,-9,109,109,109,0,4.25879e-05,17010650
14663141,neiro,3,2.4,0,128,128,128,0,5.00115e-05,17010660
14658263,dogecoin,-166,-71.2446351931,-15.428571428571429,41,26,67,0,2.61779e-05,17010670
14656391,brett,16,177.7777777778,-9.285714285714286,25,25,25,0,9.7679e-06,17010680
14658921,ethereum,1065,59.8314606742,28.571428571428573,1484,1361,2845,0,0.0011115834,17010690
14667725,uniswap,123,20.2302631579,6.714285714285714,15,716,731,0,0.0002856125,17010700
14742570,uniswap,-301,-41.1764705882,3.5714285714285716,19,411,430,0,0.0001816554,17010710
14731236,brett,-10,-40,0.42857142857142855,15,15,15,0,6.3368e-06,17010720
14733108,dogecoin,71,105.9701492537,6.285714285714286,96,42,138,0,5.82987e-05,17010730
14737986,neiro,-60,-46.875,0,68,68,68,0,2.87269e-05,17010740
14738935,pepe,8,7.3394495413,-11.428571428571429,117,117,117,0,4.94272e-05,17010750
14733766,ethereum,-277,-9.7363796134,142,1667,901,2568,0,0.0010848631,17010760
14793066,dogecoin,-123,-89.1304347826,-6.857142857142857,13,2,15,0,1.19838e-05,17010770
14802537,uniswap,-198,-46.0465116279,-11.714285714285714,5,227,232,0,0.0001853493,17010780
14797955,neiro,516,758.8235294118,60,584,584,584,0,0.0004665688,17010790
14798907,pepe,-63,-53.8461538462,-67,54,54,54,0,4.31416e-05,17010800
14791195,brett,19,126.6666666667,-0.8571428571428571,34,34,34,0,2.71633e-05,17010810
14793726,ethereum,-1514,-58.9563862928,4.428571428571429,570,484,1054,0,0.0008420609,17010820
14838651,ethereum,2635,250,283.2857142857143,2742,947,3689,0,0.0014602897,17010830
14837991,dogecoin,73,486.6666666667,-5.571428571428571,74,14,88,0,3.48348e-05,17010840
14847462,uniswap,1013,436.6379310345,108.71428571428571,31,1214,1245,0,0.0004928329,17010850
14836120,brett,10,29.4117647059,0.7142857142857143,44,44,44,0,1.74174e-05,17010860
14843832,pepe,97,179.6296296296,-36.42857142857143,151,151,151,0,5.97733e-05,17010870
14842880,neiro,403,69.0068493151,115.42857142857143,987,987,987,0,0.0003907037,17010880
14872830,neiro,-257,-26.0385005066,82.57142857142857,730,730,730,0,0.0003993068,17010890
14867941,dogecoin,-13,-14.7727272727,-10.571428571428571,57,18,75,0,4.10247e-05,17010900
14873782,pepe,-93,-61.5894039735,-17.285714285714285,58,58,58,0,3.17257e-05,17010910
14866070,brett,-13,-29.5454545455,-0.2857142857142857,31,31,31,0,1.69569e-05,17010920
14868601,ethereum,-1829,-49.5798319328,-49.714285714285715,1495,365,1860,0,0.001017412,17010930
14877412,uniswap,-982,-78.875502008,-19.857142857142858,19,244,263,0,0.0001438599,17010940
14913592,ethereum,600,32.2580645161,86.28571428571429,1783,677,2460,0,0.0009817424,17010950
14918782,pepe,85,146.5517241379,2,143,143,143,0,5.70688e-05,17010960
14922420,uniswap,130,49.4296577947,27.285714285714285,10,383,393,0,0.0001568393,17010970
14912932,dogecoin,23,30.6666666667,-0.42857142857142855,73,25,98,0,3.91101e-05,17010980
14911055,brett,-11,-35.4838709677,0.8571428571428571,20,20,20,0,7.9816e-06,17010990
14917828,neiro,443,60.6849315068,153.42857142857142,1173,1173,1173,0,0.0004681235,17011000
14993797,pepe,-37,-25.8741258741,-2.2857142857142856,106,106,106,0,4.98738e-05,17011010
14988607,ethereum,-719,-29.2276422764,-5.571428571428571,1318,423,1741,0,0.0008191534,17011020
14987947,dogecoin,-7,-7.1428571429,-20.285714285714285,56,35,91,0,4.28162e-05,17011030
14992843,neiro,-312,-26.5984654731,105.14285714285714,861,861,861,0,0.0004051069,17011040
14997435,uniswap,-82,-20.8651399491,-42.42857142857143,26,285,311,0,0.0001463278,17011050
14986070,brett,-9,-45,0.2857142857142857,11,11,11,0,5.1756e-06,17011060
15047959,dogecoin,-20,-21.978021978,0.5714285714285714,56,15,71,0,4.15326e-05,17011070
15053809,pepe,-41,-38.679245283,-6.285714285714286,65,65,65,0,3.80228e-05,17011080
15057447,uniswap,-203,-65.2733118971,-89,7,101,108,0,6.31764e-05,17011090
15052855,neiro,-725,-84.2044134727,1.1428571428571428,136,136,136,0,7.95555e-05,17011100
15046082,brett,-4,-36.3636363636,-2.5714285714285716,7,7,7,0,4.0948e-06,17011110
15048619,ethereum,-222,-12.7512923607,-189.42857142857142,1275,244,1519,0,0.0008885644,17011120
15106155,brett,9,128.5714285714,0.14285714285714285,16,16,16,0,7.6059e-06,17011130
15112943,neiro,-42,-30.8823529412,3.7142857142857144,94,94,94,0,4.46849e-05,17011140
15117545,uniswap,183,169.4444444444,-19.857142857142858,16,275,291,0,0.000138333,17011150
15113902,pepe,37,56.9230769231,-2.142857142857143,102,102,102,0,4.84879e-05,17011160
15108036,dogecoin,25,35.2112676056,-6,74,22,96,0,4.56356e-05,17011170
15108694,ethereum,-128,-8.426596445,-168.14285714285714,1051,340,1391,0,0.0006612414,17011180
15181325,brett,24,150,0.8571428571428571,40,40,40,0,2.07599e-05,17011190
15183206,dogecoin,-26,-27.0833333333,7.857142857142857,54,16,70,0,3.63298e-05,17011200
15192715,uniswap,-32,-10.9965635739,3.857142857142857,5,254,259,0,0.0001344201,17011210
15189072,pepe,-9,-8.8235294118,5.571428571428571,93,93,93,0,4.82667e-05,17011220
15183864,ethereum,9,0.6470165349,49.42857142857143,1010,390,1400,0,0.0007265952,17011230
15188113,neiro,-50,-53.1914893617,-77.14285714285714,44,44,44,0,2.28358e-05,17011240
15264242,pepe,127,136.5591397849,9.857142857142858,220,220,220,0,0.0002633015,17011250
15259034,ethereum,-713,-50.9285714286,-428.85714285714283,418,269,687,0,0.0008222188,17011260
15267885,uniswap,-94,-36.2934362934,-154.28571428571428,5,160,165,0,0.0001974761,17011270
15256495,brett,135,337.5,18.714285714285715,175,175,175,0,0.0002094444,17011280
15263283,neiro,-13,-29.5454545455,-136.57142857142858,31,31,31,0,3.71016e-05,17011290
15258376,dogecoin,-33,-47.1428571429,-7.285714285714286,29,8,37,0,4.42825e-05,17011300
15309342,pepe,-134,-60.9090909091,4,86,86,86,0,4.49848e-05,17011310
15304140,ethereum,805,117.1761280932,-52.57142857142857,1029,463,1492,0,0.0007804347,17011320
15312978,uniswap,118,71.5151515152,2.857142857142857,4,279,283,0,0.0001480315,17011330
15301600,brett,-161,-92,-2.4285714285714284,14,14,14,0,7.3231e-06,17011340
15303481,dogecoin,57,154.0540540541,2.7142857142857144,74,20,94,0,4.91695e-05,17011350
15308382,neiro,48,154.8387096774,-93,79,79,79,0,4.13233e-05,17011360
15364244,ethereum,342,22.9222520107,-89.42857142857143,1384,450,1834,0,0.0010060583,17011370
15373082,uniswap,22,7.7738515901,-12.571428571428571,7,298,305,0,0.0001673107,17011380
15368486,neiro,-51,-64.5569620253,-163.57142857142858,28,28,28,0,1.53597e-05,17011390
15361704,brett,146,1042.8571428571,20,160,160,160,0,8.77695e-05,17011400
15369446,pepe,155,180.2325581395,14,241,241,241,0,0.0001322029,17011410
15363585,dogecoin,-14,-14.8936170213,-2.5714285714285716,54,26,80,0,4.38848e-05,17011420
15436834,brett,-146,-91.25,0.42857142857142855,14,14,14,0,7.0549e-06,17011430
15438715,dogecoin,10,12.5,-0.14285714285714285,62,28,90,0,4.53526e-05,17011440
15443616,neiro,366,1307.1428571429,-66.71428571428571,394,394,394,0,0.0001985438,17011450
15444576,pepe,-176,-73.0290456432,-5.857142857142857,65,65,65,0,3.27547e-05,17011460
15439374,ethereum,384,20.9378407852,68.14285714285714,1493,725,2218,0,0.0011176906,17011470
15448212,uniswap,-40,-13.1147540984,-6.571428571428571,8,257,265,0,0.0001335383,17011480
15504745,pepe,87,133.8461538462,12.428571428571429,152,152,152,0,9.68058e-05,17011490
15508395,uniswap,2,0.7547169811,22.714285714285715,11,256,267,0,0.000170047,17011500
15503787,neiro,-129,-32.7411167513,18.428571428571427,265,265,265,0,0.0001687733,17011510
15496993,brett,64,457.1428571429,10.142857142857142,78,78,78,0,4.96767e-05,17011520
15499537,ethereum,-312,-14.0667267809,55.285714285714285,1256,650,1906,0,0.0012138937,17011530
15498878,dogecoin,48,53.3333333333,9.571428571428571,109,29,138,0,8.78895e-05,17011540
15557197,brett,-8,-10.2564102564,7.714285714285714,70,70,70,0,3.67047e-05,17011550
15559082,dogecoin,-36,-26.0869565217,0.8571428571428571,75,27,102,0,5.3484e-05,17011560
15564949,pepe,5,3.2894736842,7.857142857142857,157,157,157,0,8.23235e-05,17011570
15563991,neiro,-202,-76.2264150943,-4.428571428571429,63,63,63,0,3.30343e-05,17011580
15559741,ethereum,-548,-28.7513116474,-4.714285714285714,1018,340,1358,0,0.0007120718,17011590
15568599,uniswap,-108,-40.4494382022,-18.857142857142858,14,145,159,0,8.33722e-05,17011600
15639246,neiro,52,82.5396825397,10.142857142857142,115,115,115,0,6.85253e-05,17011610
15632452,brett,-34,-48.5714285714,-0.5714285714285714,36,36,36,0,2.14514e-05,17011620
15634337,dogecoin,-54,-52.9411764706,-3.142857142857143,35,13,48,0,2.86019e-05,17011630
15640204,pepe,-72,-45.8598726115,-1.1428571428571428,85,85,85,0,5.06491e-05,17011640
15643854,uniswap,-56,-35.2201257862,-22.285714285714285,7,96,103,0,6.13748e-05,17011650
15634996,ethereum,-425,-31.2960235641,-66.71428571428571,721,212,933,0,0.0005559485,17011660
15704144,uniswap,51,49.5145631068,-1.5714285714285714,11,143,154,0,8.50135e-05,17011670
15695262,ethereum,259,27.7599142551,72.14285714285714,908,284,1192,0,0.0006580269,17011680
15699531,neiro,-24,-20.8695652174,8.571428571428571,91,91,91,0,5.02353e-05,17011690
15700487,pepe,31,36.4705882353,-14.857142857142858,116,116,116,0,6.40362e-05,17011700
15692717,brett,0,0,-19.857142857142858,36,36,36,0,1.98733e-05,17011710
15694605,dogecoin,27,56.25,5.428571428571429,60,15,75,0,4.14027e-05,17011720
15770000,dogecoin,46,61.3333333333,3.857142857142857,85,36,121,0,6.88857e-05,17011730
15779539,uniswap,360,233.7662337662,33,23,491,514,0,0.0002926221,17011740
15775882,pepe,19,16.3793103448,7,135,135,135,0,7.6856e-05,17011750
15774926,neiro,-19,-20.8791208791,-1,72,72,72,0,4.09899e-05,17011760
15768112,brett,75,208.3333333333,13.857142857142858,111,111,111,0,6.31927e-05,17011770
15770657,ethereum,481,40.3523489933,25.857142857142858,1126,547,1673,0,0.0009524449,17011780
15836200,pepe,-27,-20,-19,108,108,108,0,6.11131e-05,17011790
15839857,uniswap,-298,-57.9766536965,-12.714285714285714,11,205,216,0,0.0001222263,17011800
15830318,dogecoin,-39,-32.2314049587,0.2857142857142857,56,26,82,0,4.64007e-05,17011810
15828430,brett,-82,-73.8738738739,-18.714285714285715,29,29,29,0,1.641e-05,17011820
15830975,ethereum,-881,-52.6598924088,-148.85714285714286,556,236,792,0,0.000448163,17011830
15835244,neiro,-25,-34.7222222222,2.7142857142857144,47,47,47,0,2.65955e-05,17011840
15881230,pepe,20,18.5185185185,9,128,128,128,0,8.3248e-05,17011850
15875526,dogecoin,97,118.2926829268,12.714285714285714,138,41,179,0,0.0001164172,17011860
15876161,ethereum,1109,140.0252525253,-45.285714285714285,1386,515,1901,0,0.0012363633,17011870
15880308,neiro,46,97.8723404255,-43,93,93,93,0,6.04849e-05,17011880
15873678,brett,4,13.7931034483,2.7142857142857144,33,33,33,0,2.14624e-05,17011890
15884761,uniswap,176,81.4814814815,18.142857142857142,26,366,392,0,0.0002549471,17011900
15904776,dogecoin,-98,-54.748603352,-8.142857142857142,54,27,81,0,5.45782e-05,17011910
15909558,neiro,-85,-91.3978494624,-36.714285714285715,8,8,8,0,5.3904e-06,17011920
15902928,brett,-11,-33.3333333333,-8,22,22,22,0,1.48237e-05,17011930
15905411,ethereum,-733,-38.5586533403,-105.42857142857143,748,420,1168,0,0.0007870047,17011940
15910480,pepe,-57,-44.53125,-11.571428571428571,71,71,71,0,4.78402e-05,17011950
15914011,uniswap,-115,-29.3367346939,1.4285714285714286,9,268,277,0,0.0001866441,17011960
15963938,ethereum,59,5.051369863,-18.714285714285715,887,340,1227,0,0.0008782679,17011970
15968085,neiro,26,325,-4.142857142857143,34,34,34,0,2.43367e-05,17011980
15963303,dogecoin,-3,-3.7037037037,-3.4285714285714284,60,18,78,0,5.58312e-05,17011990
15972538,uniswap,-69,-24.9097472924,7,12,196,208,0,0.0001488832,17012000
15961455,brett,66,300,2.5714285714285716,88,88,88,0,6.29891e-05,17012010
15969007,pepe,77,108.4507042254,-1.2857142857142858,148,148,148,0,0.0001059361,17012020
16019994,brett,-77,-87.5,-3.5714285714285716,11,11,11,0,7.1729e-06,17012030
16027550,pepe,-19,-12.8378378378,6.285714285714286,129,129,129,0,8.41183e-05,17012040
16021842,dogecoin,-22,-28.2051282051,1.1428571428571428,36,20,56,0,3.65165e-05,17012050
16022477,ethereum,123,10.0244498778,59.57142857142857,816,534,1350,0,0.0008803075,17012060
16031091,uniswap,-7,-3.3653846154,14,21,180,201,0,0.000131068,17012070
16026628,neiro,151,444.1176470588,10,185,185,185,0,0.0001206347,17012080
16071464,pepe,-51,-39.5348837209,-5.428571428571429,78,78,78,0,3.98616e-05,17012090
16063908,brett,13,118.1818181818,-1.7142857142857142,24,24,24,0,1.22651e-05,17012100
16075005,uniswap,177,88.0597014925,32,12,366,378,0,0.0001931756,17012110
16065756,dogecoin,46,82.1428571429,3.857142857142857,75,27,102,0,5.21267e-05,17012120
16066391,ethereum,441,32.6666666667,85.57142857142857,996,795,1791,0,0.0009152843,17012130
16070542,neiro,-152,-82.1621621622,-8.285714285714286,33,33,33,0,1.68645e-05,17012140
16124943,ethereum,-386,-21.5522054718,-38.285714285714285,831,574,1405,0,0.0007334306,17012150
16130016,pepe,-13,-16.6666666667,-10,65,65,65,0,3.3931e-05,17012160
16129094,neiro,81,245.4545454545,6,114,114,114,0,5.95097e-05,17012170
16133557,uniswap,-223,-58.9947089947,-51.285714285714285,8,147,155,0,8.09123e-05,17012180
16124308,dogecoin,-39,-38.2352941176,-8.285714285714286,44,19,63,0,3.28869e-05,17012190
16122460,brett,-9,-37.5,-13.714285714285714,15,15,15,0,7.8302e-06,17012200
16187667,neiro,-10,-8.7719298246,8.142857142857142,104,104,104,0,5.0324e-05,17012210
16188587,pepe,92,141.5384615385,7,157,157,157,0,7.59699e-05,17012220
16192138,uniswap,203,130.9677419355,20.285714285714285,18,340,358,0,0.0001732308,17012230
16181044,brett,9,60,-0.7142857142857143,24,24,24,0,1.16132e-05,17012240
16183526,ethereum,932,66.334519573,220.71428571428572,1502,835,2337,0,0.0011308391,17012250
16182891,dogecoin,29,46.0317460317,1.4285714285714286,53,39,92,0,4.45174e-05,17012260
16247111,pepe,-4,-2.5477707006,3.5714285714285716,153,153,153,0,5.40977e-05,17012270
16250662,uniswap,-33,-9.217877095,-9.571428571428571,13,312,325,0,0.0001149134,17012280
16246191,neiro,-69,-66.3461538462,-8.285714285714286,35,35,35,0,1.23753e-05,17012290
16242050,ethereum,300,12.836970475,105.14285714285714,1708,929,2637,0,0.0009323896,17012300
16241415,dogecoin,-3,-3.2608695652,-12.857142857142858,59,30,89,0,3.14686e-05,17012310
16239568,brett,-11,-45.8333333333,-2.857142857142857,13,13,13,0,4.5965e-06,17012320
16320278,pepe,61,39.8692810458,20.428571428571427,214,214,214,0,6.06322e-05,17012330
16312718,brett,7,53.8461538462,-0.2857142857142857,20,20,20,0,5.6666e-06,17012340
16323842,uniswap,180,55.3846153846,32.57142857142857,25,480,505,0,0.0001430806,17012350
16319360,neiro,-16,-45.7142857143,1.5714285714285714,19,19,19,0,5.3832e-06,17012360
16314571,dogecoin,223,250.5617977528,33,164,148,312,0,8.83983e-05,17012370
16315208,ethereum,1700,64.467197573,452.7142857142857,3823,514,4337,0,0.0012287929,17012380
16338503,uniswap,-117,-23.1683168317,25.714285714285715,23,365,388,0,0.0001526047,17012390
16327379,brett,-6,-30,-10.571428571428571,14,14,14,0,5.5064e-06,17012400
16329232,dogecoin,-206,-66.0256410256,4,52,54,106,0,4.1691e-05,17012410
16334021,neiro,14,73.6842105263,-0.14285714285714285,33,33,33,0,1.29793e-05,17012420
16334939,pepe,-16,-7.476635514,7.142857142857143,198,198,198,0,7.78756e-05,17012430
16329869,ethereum,843,19.4373991238,564.7142857142857,4657,523,5180,0,0.002037352,17012440
16344530,ethereum,-1162,-22.4324324324,381.14285714285717,3433,585,4018,0,0.0013889527,17012450
16342040,brett,14,100,2.4285714285714284,28,28,28,0,9.6791e-06,17012460
16353164,uniswap,-39,-10.0515463918,21.142857142857142,11,338,349,0,0.0001206432,17012470
16348682,neiro,-22,-66.6666666667,-24.857142857142858,11,11,11,0,3.8025e-06,17012480
16349600,pepe,2,1.0101010101,10.142857142857142,200,200,200,0,6.91365e-05,17012490
16343893,dogecoin,-40,-37.7358490566,1.4285714285714286,44,22,66,0,2.28151e-05,17012500
16367825,uniswap,-102,-29.2263610315,-18.714285714285715,36,211,247,0,7.64233e-05,17012510
16364261,pepe,13,6.5,19.285714285714285,213,213,213,0,6.59035e-05,17012520
16363343,neiro,14,127.2727272727,-1.1428571428571428,25,25,25,0,7.7352e-06,17012530
16358554,dogecoin,39,59.0909090909,0.42857142857142855,77,28,105,0,3.24876e-05,17012540
16359191,ethereum,1019,25.3608760577,463.7142857142857,3511,1526,5037,0,0.0015584787,17012550
16356701,brett,-3,-10.7142857143,0.14285714285714285,25,25,25,0,7.7352e-06,17012560
16403174,ethereum,-542,-10.760373238,441.42857142857144,3122,1373,4495,0,0.0014531477,17012570
16400684,brett,-3,-12,1,22,22,22,0,7.1122e-06,17012580
16402537,dogecoin,-19,-18.0952380952,3.2857142857142856,50,36,86,0,2.78022e-05,17012590
16407326,neiro,5,20,-12,30,30,30,0,9.6984e-06,17012600
16408244,pepe,-41,-19.2488262911,15.285714285714286,172,172,172,0,5.56043e-05,17012610
16411808,uniswap,139,56.2753036437,33,34,352,386,0,0.0001247864,17012620
16465970,neiro,-18,-60,-13.142857142857142,12,12,12,0,4.5242e-06,17012630
16461818,ethereum,45,1.0011123471,314.7142857142857,2785,1755,4540,0,0.001711667,17012640
16470452,uniswap,-150,-38.8601036269,-17.428571428571427,41,195,236,0,8.89765e-05,17012650
16461181,dogecoin,6,6.976744186,0,52,40,92,0,3.46858e-05,17012660
16459328,brett,-10,-45.4545454545,-1.7142857142857142,12,12,12,0,4.5242e-06,17012670
16466888,pepe,-80,-46.511627907,-9.285714285714286,92,92,92,0,3.46858e-05,17012680
16540193,pepe,4,4.347826087,-8.142857142857142,96,96,96,0,5.82149e-05,17012690
16534486,dogecoin,-36,-39.1304347826,-4.714285714285714,41,15,56,0,3.39587e-05,17012700
16535123,ethereum,-2279,-50.1982378855,-53.714285714285715,1176,1085,2261,0,0.0013710825,17012710
16543757,uniswap,128,54.2372881356,5.571428571428571,27,337,364,0,0.0002207315,17012720
16539275,neiro,10,83.3333333333,-1.8571428571428572,22,22,22,0,1.33409e-05,17012730
16532633,brett,-1,-8.3333333333,-0.2857142857142857,11,11,11,0,6.6705e-06,17012740
16583346,neiro,30,136.3636363636,4.714285714285714,52,52,52,0,1.9384e-05,17012750
16576686,brett,12,109.0909090909,0.42857142857142855,23,23,23,0,8.5737e-06,17012760
16584267,pepe,122,127.0833333333,0.5714285714285714,218,218,218,0,8.12636e-05,17012770
16578543,dogecoin,50,89.2857142857,-29.428571428571427,67,39,106,0,3.95135e-05,17012780
16587836,uniswap,159,43.6813186813,2.5714285714285716,30,493,523,0,0.000194958,17012790
16579180,ethereum,971,42.9455992923,-157.85714285714286,2633,599,3232,0,0.0012047883,17012800
16652630,ethereum,-403,-12.4690594059,-335.85714285714283,2435,394,2829,0,0.0011595645,17012810
16657717,pepe,-144,-66.0550458716,-17.714285714285715,74,74,74,0,3.03315e-05,17012820
16656796,neiro,-10,-19.2307692308,1.2857142857142858,42,42,42,0,1.72152e-05,17012830
16661286,uniswap,-187,-35.7552581262,-7.428571428571429,22,314,336,0,0.0001377213,17012840
16651993,dogecoin,-2,-1.8867924528,-0.2857142857142857,72,32,104,0,4.2628e-05,17012850
16650136,brett,-3,-13.0434782609,0.8571428571428571,20,20,20,0,8.1977e-06,17012860
16723586,brett,-1,-5,-1.2857142857142858,19,19,19,0,7.4416e-06,17012870
16726080,ethereum,-885,-31.2831389183,-296.2857142857143,1573,371,1944,0,0.0007613945,17012880
16734736,uniswap,-191,-56.8452380952,-29.142857142857142,9,136,145,0,5.67913e-05,17012890
16730246,neiro,-2,-4.7619047619,4.142857142857143,40,40,40,0,1.56666e-05,17012900
16725443,dogecoin,5,4.8076923077,6.142857142857143,81,28,109,0,4.26914e-05,17012910
16731167,pepe,91,122.972972973,-5,165,165,165,0,6.46245e-05,17012920
16803737,neiro,4,10,2.7142857142857144,44,44,44,0,1.76372e-05,17012930
16808233,uniswap,43,29.6551724138,-8.428571428571429,23,165,188,0,7.53588e-05,17012940
16798943,dogecoin,87,79.8165137615,13,140,56,196,0,7.85655e-05,17012950
16799578,ethereum,-212,-10.9053497942,-472.14285714285717,1316,416,1732,0,0.0006942627,17012960
16797089,brett,4,21.0526315789,-0.2857142857142857,23,23,23,0,9.2194e-06,17012970
16804657,pepe,2,1.2121212121,-6.571428571428571,167,167,167,0,6.6941e-05,17012980
16872338,dogecoin,-118,-60.2040816327,-1.1428571428571428,51,27,78,0,3.08947e-05,17012990
16872973,ethereum,18,1.03926097,-392.14285714285717,1343,407,1750,0,0.0006931508,17013000
16878052,pepe,6,3.5928143713,0.14285714285714285,173,173,173,0,6.85229e-05,17013010
16881628,uniswap,81,43.085106383,-16.714285714285715,7,262,269,0,0.0001065472,17013020
16877132,neiro,30,68.1818181818,6.285714285714286,74,74,74,0,2.93104e-05,17013030
16870484,brett,-12,-52.1739130435,-1.5714285714285714,11,11,11,0,4.3569e-06,17013040
16950527,neiro,-40,-54.0540540541,3.142857142857143,34,34,34,0,1.25266e-05,17013050
16951447,pepe,13,7.5144508671,13.428571428571429,186,186,186,0,6.85279e-05,17013060
16955023,uniswap,413,153.531598513,63.714285714285715,8,674,682,0,0.0002512691,17013070
16946368,ethereum,285,16.2857142857,-357.85714285714283,1607,428,2035,0,0.0007497544,17013080
16943879,brett,2,18.1818181818,0.14285714285714285,13,13,13,0,4.7896e-06,17013090
16945733,dogecoin,28,35.8974358974,2,70,36,106,0,3.90535e-05,17013100
17028418,uniswap,-293,-42.9618768328,3.5714285714285716,22,367,389,0,0.0001364995,17013110
17019763,ethereum,1562,76.7567567568,190.85714285714286,2972,625,3597,0,0.0012621819,17013120
17017274,brett,7,53.8461538462,1.2857142857142858,20,20,20,0,7.018e-06,17013130
17019128,dogecoin,-6,-5.6603773585,6.285714285714286,64,36,100,0,3.50898e-05,17013140
17023922,neiro,-1,-2.9411764706,1.5714285714285714,33,33,33,0,1.15797e-05,17013150
17024842,pepe,37,19.8924731183,18.142857142857142,223,223,223,0,7.82504e-05,17013160
17092523,dogecoin,1,1,-0.7142857142857143,66,35,101,0,2.58553e-05,17013170
17098237,pepe,-26,-11.6591928251,-3,197,197,197,0,5.04306e-05,17013180
17101813,uniswap,-137,-35.2185089974,-38.714285714285715,26,226,252,0,6.45102e-05,17013190
17097317,neiro,-8,-24.2424242424,-3.857142857142857,25,25,25,0,6.3998e-06,17013200
17090669,brett,-7,-35,-1.4285714285714286,13,13,13,0,3.3279e-06,17013210
17093158,ethereum,1464,40.7005838198,261.2857142857143,4501,560,5061,0,0.0012955808,17013220
17165918,dogecoin,-36,-35.6435643564,-5.571428571428571,44,21,65,0,1.91322e-05,17013230
17166553,ethereum,-914,-18.0596720016,188.28571428571428,3591,556,4147,0,0.0012206372,17013240
17175208,uniswap,78,30.9523809524,-0.8571428571428571,21,309,330,0,9.71329e-05,17013250
17170712,neiro,-8,-32,-3.5714285714285716,17,17,17,0,5.0038e-06,17013260
17164064,brett,13,100,0.8571428571428571,26,26,26,0,7.6529e-06,17013270
17171632,pepe,130,65.9898477157,36.142857142857146,327,327,327,0,9.62499e-05,17013280
17244314,neiro,-4,-23.5294117647,-3.857142857142857,13,13,13,0,3.9874e-06,17013290
17239514,dogecoin,37,56.9230769231,-1,67,35,102,0,3.12855e-05,17013300
17248825,uniswap,145,43.9393939394,47.142857142857146,11,464,475,0,0.0001456923,17013310
17245246,pepe,-148,-45.2599388379,2,179,179,179,0,5.4903e-05,17013320
17237657,brett,-13,-50,-0.8571428571428571,13,13,13,0,3.9874e-06,17013330
17240146,ethereum,252,6.0766819388,350.7142857142857,3726,673,4399,0,0.0013492644,17013340
17311152,brett,-2,-15.3846153846,-1.7142857142857142,11,11,11,0,3.3892e-06,17013350
17313641,ethereum,-1617,-36.7583541714,150,2182,600,2782,0,0.0008571613,17013360
17313009,dogecoin,57,55.8823529412,-5.285714285714286,137,22,159,0,4.89894e-05,17013370
17318741,pepe,-69,-38.5474860335,-8.142857142857142,110,110,110,0,3.38921e-05,17013380
17322320,uniswap,233,49.0526315789,74.28571428571429,16,692,708,0,0.0002181417,17013390
17317809,neiro,281,2161.5384615385,35.714285714285715,294,294,294,0,9.05843e-05,17013400
17381090,uniswap,53,7.4858757062,70.28571428571429,34,727,761,0,0.0002667993,17013410
17371800,dogecoin,-14,-8.8050314465,9.571428571428571,114,31,145,0,5.08356e-05,17013420
17377526,pepe,75,68.1818181818,1.7142857142857142,185,185,185,0,6.48592e-05,17013430
17376596,neiro,-165,-56.1224489796,7.857142857142857,129,129,129,0,4.52262e-05,17013440
17369941,brett,19,172.7272727273,2.7142857142857144,30,30,30,0,1.05177e-05,17013450
17372431,ethereum,-130,-4.6728971963,128.85714285714286,1914,738,2652,0,0.0009297659,17013460
17416444,ethereum,0,0,0,1474,893,2367,0,0.0008010502,17013470
17425103,uniswap,0,0,0,34,390,424,0,0.0001434919,17013480
